Time,TickMS,Action,LotSize,Bid,Ask,Spread,Velocity,Hybrid_MACD,Hybrid_Color,Hybrid_DFCurve,Flow_MFI,Flow_DUp,Flow_DDown,Floating_PL,Realized_PL,Session_PL,PosCount,Decision_Log
2026-02-03 21:34:01,295,IDLE,0.01,4930.32,4930.71,39.0,24.29661,5.34489,0,6.31,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:02,816,IDLE,0.01,4930.33,4930.72,39.0,22.61783,5.35346,0,6.32,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:02,563,IDLE,0.01,4930.37,4930.76,39.0,18.88291,5.38775,0,6.36,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:03,233,IDLE,0.01,4930.47,4930.86,39.0,14.70107,5.47346,0,6.46,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:03,66,IDLE,0.01,4930.38,4930.77,39.0,15.90633,5.39632,0,6.37,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:04,626,IDLE,0.01,4930.53,4930.92,39.0,14.76837,5.52489,0,6.52,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:04,813,IDLE,0.01,4930.58,4930.97,39.0,15.1747,5.56775,0,6.57,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:04,237,IDLE,0.01,4930.84,4931.23,39.0,19.51763,5.79061,0,6.83,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:04,403,IDLE,0.01,4930.88,4931.27,39.0,22.63465,5.82489,0,6.87,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:05,416,IDLE,0.01,4930.56,4930.95,39.0,22.09606,5.55061,0,6.55,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:05,615,IDLE,0.01,4930.87,4931.26,39.0,23.90062,5.81632,0,6.86,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:05,55,IDLE,0.01,4930.88,4931.27,39.0,23.95142,5.82489,0,6.87,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:05,217,IDLE,0.01,4930.54,4930.93,39.0,19.73053,5.53346,0,6.53,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:06,580,IDLE,0.01,4930.11,4930.5,39.0,33.27539,5.16489,0,-0.04,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:06,383,IDLE,0.01,4930.25,4930.64,39.0,31.92928,5.28489,0,6.24,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:06,627,IDLE,0.01,4930.19,4930.58,39.0,31.11558,5.23346,0,6.18,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:06,2,IDLE,0.01,4930.26,4930.65,39.0,33.68843,5.29346,0,6.25,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:07,276,IDLE,0.01,4930.3,4930.69,39.0,19.24016,5.32775,0,6.29,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:07,847,IDLE,0.01,4930.31,4930.7,39.0,28.58752,5.33632,0,6.3,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:07,13,IDLE,0.01,4930.28,4930.67,39.0,23.26527,5.31061,0,6.27,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:08,22,IDLE,0.01,4930.28,4930.67,39.0,15.39213,5.31061,0,6.27,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:09,318,IDLE,0.01,4929.86,4930.25,39.0,17.03675,4.95061,0,-0.29,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:09,167,IDLE,0.01,4930.23,4930.62,39.0,13.18783,5.26775,0,6.22,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:09,581,IDLE,0.01,4929.76,4930.15,39.0,20.30463,4.86489,0,-0.39,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:10,862,IDLE,0.01,4929.77,4930.16,39.0,21.79019,4.87346,0,-0.38,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:11,740,IDLE,0.01,4929.51,4929.9,39.0,21.74622,4.65061,1,-0.64,50.0,0.0,-50.0,0.0,0.0,0.0,0,
2026-02-03 21:34:11,414,IDLE,0.01,4929.54,4929.93,39.0,20.36089,4.67632,1,-0.61,50.0,0.0,-50.0,0.0,0.0,0.0,0,
